state,timestamp,confirmed,recovered,deaths,active,newConfirmed,newRecovered,newDeaths,Days,growthRate,movingAvg,doublingTime
Punjab,03-21-2020,13.0,0.0,1.0,12.0,11.0,0.0,0.0,12.0,5.5,0.9285714285714286,1.0
Punjab,03-22-2020,21.0,0.0,1.0,20.0,8.0,0.0,0.0,13.0,0.6153846153846154,1.0164835164835164,1.0
Punjab,03-23-2020,21.0,0.0,1.0,20.0,0.0,0.0,0.0,14.0,0.0,1.0164835164835164,1.0
Punjab,03-24-2020,29.0,0.0,1.0,28.0,8.0,0.0,0.0,15.0,0.38095238095238093,1.0709052851909995,1.0
Punjab,03-25-2020,29.0,0.0,1.0,28.0,0.0,0.0,0.0,16.0,0.0,1.0709052851909995,1.0
Punjab,03-26-2020,33.0,0.0,1.0,32.0,4.0,0.0,0.0,17.0,0.13793103448275862,0.9477525758313936,1.0
Punjab,03-27-2020,33.0,0.0,1.0,32.0,0.0,0.0,0.0,18.0,0.0,0.9477525758313936,1.0
Punjab,03-28-2020,38.0,1.0,1.0,36.0,5.0,1.0,0.0,19.0,0.15151515151515152,0.18368331176212951,4.0
Punjab,03-29-2020,38.0,1.0,1.0,36.0,0.0,0.0,0.0,20.0,0.0,0.0957712238500416,8.0
Punjab,03-30-2020,38.0,1.0,1.0,36.0,0.0,0.0,0.0,21.0,0.0,0.0957712238500416,8.0
Punjab,03-31-2020,41.0,1.0,3.0,37.0,3.0,0.0,2.0,22.0,0.07894736842105263,0.05262765063128042,14.0
Punjab,04-01-2020,42.0,1.0,3.0,38.0,1.0,0.0,0.0,23.0,0.024390243902439025,0.05611197118877171,13.0
Punjab,04-02-2020,46.0,1.0,4.0,41.0,4.0,0.0,1.0,24.0,0.09523809523809523,0.05001297986810551,14.0
Punjab,04-03-2020,48.0,1.0,5.0,42.0,2.0,0.0,1.0,25.0,0.043478260869565216,0.05622415999232912,13.0
Punjab,04-04-2020,57.0,1.0,5.0,51.0,9.0,0.0,0.0,26.0,0.1875,0.061364852633021764,12.0
Punjab,04-05-2020,57.0,1.0,5.0,51.0,0.0,0.0,0.0,27.0,0.0,0.061364852633021764,12.0
Punjab,04-06-2020,76.0,4.0,6.0,66.0,19.0,3.0,1.0,28.0,0.3333333333333333,0.10898390025206939,7.0
Punjab,04-07-2020,91.0,4.0,7.0,80.0,15.0,0.0,1.0,29.0,0.19736842105263158,0.1259011934851521,6.0
Punjab,04-08-2020,91.0,4.0,7.0,80.0,0.0,0.0,0.0,30.0,0.0,0.1224168729276608,6.0
Punjab,04-09-2020,101.0,4.0,8.0,89.0,10.0,0.0,1.0,31.0,0.10989010989010989,0.12451001787794862,6.0
Punjab,04-10-2020,132.0,5.0,11.0,116.0,31.0,1.0,3.0,32.0,0.3069306930693069,0.16214607962076885,5.0
Punjab,04-11-2020,132.0,5.0,11.0,116.0,0.0,0.0,0.0,33.0,0.0,0.13536036533505458,5.0
Punjab,04-12-2020,151.0,5.0,11.0,135.0,19.0,0.0,0.0,34.0,0.14393939393939395,0.15592313589782517,5.0
Punjab,04-13-2020,167.0,14.0,11.0,142.0,16.0,9.0,0.0,35.0,0.10596026490066225,0.12344126897887217,6.0
Punjab,04-14-2020,176.0,14.0,12.0,150.0,9.0,0.0,1.0,36.0,0.05389221556886228,0.10294466819547655,7.0
Punjab,04-15-2020,186.0,14.0,13.0,159.0,10.0,0.0,1.0,37.0,0.056818181818181816,0.11106155131235966,7.0
Punjab,04-16-2020,186.0,27.0,13.0,146.0,0.0,13.0,0.0,38.0,0.0,0.09536296418520111,8.0
Punjab,04-17-2020,186.0,27.0,13.0,146.0,0.0,0.0,0.0,39.0,0.0,0.05151572231815727,14.0
Punjab,04-18-2020,202.0,27.0,13.0,162.0,16.0,0.0,0.0,40.0,0.08602150537634409,0.06380450880049214,11.0
Punjab,04-19-2020,219.0,31.0,16.0,172.0,17.0,4.0,3.0,41.0,0.08415841584158416,0.055264369072233595,13.0
Punjab,04-20-2020,219.0,31.0,16.0,172.0,0.0,0.0,0.0,42.0,0.0,0.04012718837213899,18.0
Punjab,04-21-2020,245.0,39.0,16.0,190.0,26.0,8.0,0.0,43.0,0.1187214611872146,0.04938850917476075,14.0
Punjab,04-22-2020,251.0,49.0,16.0,186.0,6.0,10.0,0.0,44.0,0.024489795918367346,0.044770168331930114,16.0
Punjab,04-23-2020,277.0,65.0,16.0,196.0,26.0,16.0,0.0,45.0,0.10358565737051793,0.05956811938486125,12.0
Punjab,04-24-2020,277.0,65.0,16.0,196.0,0.0,0.0,0.0,46.0,0.0,0.05956811938486125,12.0
Punjab,04-25-2020,298.0,67.0,17.0,214.0,21.0,2.0,1.0,47.0,0.07581227436823104,0.05810965781227367,12.0
Punjab,04-26-2020,298.0,67.0,17.0,214.0,0.0,0.0,0.0,48.0,0.0,0.04608702697776164,15.0
Punjab,04-27-2020,313.0,71.0,18.0,224.0,15.0,4.0,1.0,49.0,0.050335570469798654,0.053277822759161444,13.0
Punjab,04-28-2020,313.0,71.0,18.0,224.0,0.0,0.0,0.0,50.0,0.0,0.03631761401813079,19.0
Punjab,04-29-2020,322.0,71.0,19.0,232.0,9.0,0.0,1.0,51.0,0.02875399361022364,0.0369267851169674,19.0
Punjab,04-30-2020,357.0,90.0,19.0,248.0,35.0,19.0,0.0,52.0,0.10869565217391304,0.03765678437459526,19.0
Punjab,05-01-2020,357.0,90.0,19.0,248.0,0.0,0.0,0.0,53.0,0.0,0.03765678437459526,19.0
Punjab,05-02-2020,772.0,112.0,20.0,640.0,415.0,22.0,1.0,54.0,1.1624649859943978,0.19289288603547625,4.0
Punjab,05-03-2020,772.0,112.0,20.0,640.0,0.0,0.0,0.0,55.0,0.0,0.19289288603547625,4.0
Punjab,05-04-2020,1102.0,117.0,21.0,964.0,330.0,5.0,1.0,56.0,0.4274611398963731,0.24676796738212972,3.0
Rajasthan,03-09-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rajasthan,03-10-2020,2.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
Rajasthan,03-11-2020,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.5,0.0,0.0
Rajasthan,03-12-2020,3.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Rajasthan,03-13-2020,3.0,1.0,0.0,2.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0
Rajasthan,03-14-2020,3.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Rajasthan,03-15-2020,4.0,3.0,0.0,1.0,1.0,2.0,0.0,6.0,0.3333333333333333,0.0,0.0
Rajasthan,03-16-2020,4.0,3.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.11904761904761904,6.0
Rajasthan,03-17-2020,4.0,3.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.11904761904761904,6.0
Rajasthan,03-18-2020,4.0,3.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.04761904761904761,15.0
Rajasthan,03-19-2020,7.0,3.0,0.0,4.0,3.0,0.0,0.0,10.0,0.75,0.15476190476190474,5.0
Rajasthan,03-20-2020,17.0,3.0,0.0,14.0,10.0,0.0,0.0,11.0,1.4285714285714286,0.358843537414966,2.0
Rajasthan,03-21-2020,17.0,3.0,0.0,14.0,0.0,0.0,0.0,12.0,0.0,0.358843537414966,2.0
Rajasthan,03-22-2020,24.0,3.0,0.0,21.0,7.0,0.0,0.0,13.0,0.4117647058823529,0.37004801920768304,2.0
Rajasthan,03-23-2020,28.0,3.0,0.0,25.0,4.0,0.0,0.0,14.0,0.16666666666666666,0.3938575430172068,2.0
Rajasthan,03-24-2020,32.0,3.0,0.0,29.0,4.0,0.0,0.0,15.0,0.14285714285714285,0.4142657062825129,2.0
Rajasthan,03-25-2020,36.0,3.0,0.0,33.0,4.0,0.0,0.0,16.0,0.125,0.43212284913965576,2.0
Rajasthan,03-26-2020,41.0,3.0,0.0,38.0,5.0,0.0,0.0,17.0,0.1388888888888889,0.3448212618380685,2.0
Rajasthan,03-27-2020,41.0,3.0,0.0,38.0,0.0,0.0,0.0,18.0,0.0,0.14073962918500724,5.0
Rajasthan,03-28-2020,54.0,3.0,0.0,51.0,13.0,0.0,0.0,19.0,0.3170731707317073,0.186035796432394,4.0
Rajasthan,03-29-2020,55.0,3.0,0.0,52.0,1.0,0.0,0.0,20.0,0.018518518518518517,0.12985776966613197,6.0
Rajasthan,03-30-2020,59.0,3.0,0.0,56.0,4.0,0.0,0.0,21.0,0.07272727272727272,0.11643785624621857,6.0
Rajasthan,03-31-2020,74.0,3.0,0.0,71.0,15.0,0.0,0.0,22.0,0.2542372881355932,0.13234930557171148,6.0
Rajasthan,04-01-2020,93.0,3.0,0.0,90.0,19.0,0.0,0.0,23.0,0.25675675675675674,0.1511716993941053,5.0
Rajasthan,04-02-2020,108.0,3.0,0.0,105.0,15.0,0.0,0.0,24.0,0.16129032258064516,0.15437190420721336,5.0
Rajasthan,04-03-2020,167.0,3.0,0.0,164.0,59.0,0.0,0.0,25.0,0.5462962962962963,0.2324142322495414,3.0
Rajasthan,04-04-2020,200.0,21.0,0.0,179.0,33.0,18.0,0.0,26.0,0.19760479041916168,0.2153473207763206,4.0
Rajasthan,04-05-2020,200.0,21.0,0.0,179.0,0.0,0.0,0.0,27.0,0.0,0.21270181813081795,4.0
Rajasthan,04-06-2020,274.0,21.0,0.0,253.0,74.0,0.0,0.0,28.0,0.37,0.2551693505983504,3.0
Rajasthan,04-07-2020,288.0,21.0,3.0,264.0,14.0,0.0,3.0,29.0,0.051094890510948905,0.22614900808054408,3.0
Rajasthan,04-08-2020,328.0,21.0,3.0,304.0,40.0,0.0,0.0,30.0,0.1388888888888889,0.20931074124227722,4.0
Rajasthan,04-09-2020,383.0,21.0,3.0,359.0,55.0,0.0,0.0,31.0,0.1676829268292683,0.21022397042065194,4.0
Rajasthan,04-10-2020,463.0,21.0,3.0,439.0,80.0,0.0,0.0,32.0,0.20887728459530025,0.1620212544633668,5.0
Rajasthan,04-11-2020,553.0,21.0,3.0,529.0,90.0,0.0,0.0,33.0,0.19438444924406048,0.16156120572406665,5.0
Rajasthan,04-12-2020,700.0,21.0,3.0,676.0,147.0,0.0,0.0,34.0,0.26582278481012656,0.19953588926837046,4.0
Rajasthan,04-13-2020,812.0,21.0,3.0,788.0,112.0,0.0,0.0,35.0,0.16,0.16953588926837046,4.0
Rajasthan,04-14-2020,879.0,133.0,3.0,743.0,67.0,112.0,0.0,36.0,0.08251231527093596,0.17402409280551145,4.0
Rajasthan,04-15-2020,1005.0,147.0,3.0,855.0,126.0,14.0,0.0,37.0,0.14334470989761092,0.1746606386639003,4.0
Rajasthan,04-16-2020,1023.0,147.0,3.0,873.0,18.0,0.0,0.0,38.0,0.01791044776119403,0.15326457022560397,5.0
Rajasthan,04-17-2020,1131.0,164.0,11.0,956.0,108.0,17.0,8.0,39.0,0.10557184750733138,0.13850665064160841,5.0
Rajasthan,04-18-2020,1229.0,183.0,11.0,1035.0,98.0,19.0,0.0,40.0,0.08664898320070734,0.12311586977827225,6.0
Rajasthan,04-19-2020,1351.0,183.0,11.0,1157.0,122.0,0.0,0.0,41.0,0.09926769731489016,0.09932228585038134,7.0
Rajasthan,04-20-2020,1478.0,183.0,14.0,1281.0,127.0,0.0,3.0,42.0,0.09400444115470022,0.08989434887248136,8.0
Rajasthan,04-21-2020,1576.0,205.0,25.0,1346.0,98.0,22.0,11.0,43.0,0.06630581867388363,0.08757913507290246,8.0
Rajasthan,04-22-2020,1801.0,230.0,25.0,1546.0,225.0,25.0,0.0,44.0,0.14276649746192893,0.08749653329637645,8.0
Rajasthan,04-23-2020,1890.0,230.0,27.0,1633.0,89.0,0.0,2.0,45.0,0.049416990560799554,0.09199746798203438,8.0
Rajasthan,04-24-2020,1964.0,230.0,27.0,1707.0,74.0,0.0,0.0,46.0,0.039153439153439155,0.08250912393147836,9.0
Rajasthan,04-25-2020,2034.0,230.0,27.0,1777.0,70.0,0.0,0.0,47.0,0.035641547861507125,0.07522234745444975,10.0
Rajasthan,04-26-2020,2083.0,493.0,33.0,1557.0,49.0,263.0,6.0,48.0,0.024090462143559487,0.06448274242997394,11.0
Rajasthan,04-27-2020,2185.0,518.0,41.0,1626.0,102.0,25.0,8.0,49.0,0.04896783485357657,0.05804894152981342,12.0
Rajasthan,04-28-2020,2262.0,669.0,46.0,1547.0,77.0,151.0,5.0,50.0,0.035240274599542334,0.053611006662050376,13.0
Rajasthan,04-29-2020,2364.0,768.0,51.0,1545.0,102.0,99.0,5.0,51.0,0.04509283819628647,0.039657626766958595,18.0
Rajasthan,04-30-2020,2438.0,768.0,51.0,1619.0,74.0,0.0,0.0,52.0,0.031302876480541454,0.03706989618406458,19.0
Rajasthan,05-01-2020,2584.0,836.0,58.0,1690.0,146.0,68.0,7.0,53.0,0.05988515176374077,0.04003156941410767,18.0
Rajasthan,05-02-2020,2666.0,1116.0,62.0,1488.0,82.0,280.0,4.0,54.0,0.03173374613003096,0.03947331202389678,18.0
Rajasthan,05-03-2020,2772.0,1121.0,65.0,1586.0,106.0,5.0,3.0,55.0,0.03975993998499625,0.04171180885838775,17.0
Rajasthan,05-04-2020,2886.0,1356.0,71.0,1459.0,114.0,235.0,6.0,56.0,0.04112554112554113,0.040591481182954116,17.0
Tamil Nadu,03-09-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tamil Nadu,03-10-2020,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Tamil Nadu,03-11-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Tamil Nadu,03-12-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Tamil Nadu,03-13-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Tamil Nadu,03-14-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Tamil Nadu,03-15-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Tamil Nadu,03-16-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
Tamil Nadu,03-17-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Tamil Nadu,03-18-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
Tamil Nadu,03-19-2020,2.0,1.0,0.0,1.0,1.0,1.0,0.0,10.0,1.0,0.14285714285714285,5.0
Tamil Nadu,03-20-2020,3.0,1.0,0.0,2.0,1.0,0.0,0.0,11.0,0.5,0.21428571428571427,4.0
Tamil Nadu,03-21-2020,3.0,1.0,0.0,2.0,0.0,0.0,0.0,12.0,0.0,0.21428571428571427,4.0
Tamil Nadu,03-22-2020,7.0,1.0,0.0,6.0,4.0,0.0,0.0,13.0,1.3333333333333333,0.4047619047619047,2.0
Tamil Nadu,03-23-2020,9.0,1.0,0.0,8.0,2.0,0.0,0.0,14.0,0.2857142857142857,0.44557823129251695,2.0
Tamil Nadu,03-24-2020,15.0,1.0,0.0,14.0,6.0,0.0,0.0,15.0,0.6666666666666666,0.5408163265306122,2.0
Tamil Nadu,03-25-2020,18.0,1.0,0.0,17.0,3.0,0.0,0.0,16.0,0.2,0.5693877551020408,2.0
Tamil Nadu,03-26-2020,26.0,1.0,1.0,24.0,8.0,0.0,1.0,17.0,0.4444444444444444,0.49002267573696134,2.0
Tamil Nadu,03-27-2020,29.0,1.0,1.0,27.0,3.0,0.0,0.0,18.0,0.11538461538461539,0.4350776207919064,2.0
Tamil Nadu,03-28-2020,40.0,2.0,1.0,37.0,11.0,1.0,0.0,19.0,0.3793103448275862,0.489264812910133,2.0
Tamil Nadu,03-29-2020,49.0,4.0,1.0,44.0,9.0,2.0,0.0,20.0,0.225,0.33093147957679975,2.0
Tamil Nadu,03-30-2020,67.0,4.0,1.0,62.0,18.0,0.0,0.0,21.0,0.3673469387755102,0.3425932871569747,2.0
Tamil Nadu,03-31-2020,74.0,4.0,1.0,69.0,7.0,0.0,0.0,22.0,0.1044776119402985,0.26228056505320785,3.0
Tamil Nadu,04-01-2020,234.0,6.0,1.0,227.0,160.0,2.0,0.0,23.0,2.1621621621621623,0.5425894453620882,2.0
Tamil Nadu,04-02-2020,234.0,6.0,1.0,227.0,0.0,0.0,0.0,24.0,0.0,0.4790973818700247,2.0
Tamil Nadu,04-03-2020,309.0,6.0,1.0,302.0,75.0,0.0,0.0,25.0,0.32051282051282054,0.508401411174054,2.0
Tamil Nadu,04-04-2020,411.0,6.0,2.0,403.0,102.0,0.0,1.0,26.0,0.3300970873786408,0.5013709458242046,2.0
Tamil Nadu,04-05-2020,485.0,6.0,3.0,476.0,74.0,0.0,1.0,27.0,0.18004866180048662,0.494949326081417,2.0
Tamil Nadu,04-06-2020,571.0,8.0,5.0,558.0,86.0,2.0,2.0,28.0,0.177319587628866,0.4678025616318964,2.0
Tamil Nadu,04-07-2020,621.0,8.0,5.0,608.0,50.0,0.0,0.0,29.0,0.08756567425569177,0.46538657053409543,2.0
Tamil Nadu,04-08-2020,690.0,19.0,7.0,664.0,69.0,11.0,2.0,30.0,0.1111111111111111,0.1723792775268024,4.0
Tamil Nadu,04-09-2020,738.0,21.0,8.0,709.0,48.0,2.0,1.0,31.0,0.06956521739130435,0.18231716572556017,4.0
Tamil Nadu,04-10-2020,834.0,21.0,8.0,805.0,96.0,0.0,0.0,32.0,0.13008130081300814,0.15511266291130127,5.0
Tamil Nadu,04-11-2020,911.0,44.0,8.0,859.0,77.0,23.0,0.0,33.0,0.09232613908872901,0.12114538458417101,6.0
Tamil Nadu,04-12-2020,969.0,44.0,10.0,915.0,58.0,0.0,2.0,34.0,0.06366630076838639,0.1045193330081567,7.0
Tamil Nadu,04-13-2020,1075.0,50.0,11.0,1014.0,106.0,6.0,1.0,35.0,0.10939112487100103,0.09481526689989027,8.0
Tamil Nadu,04-14-2020,1173.0,58.0,11.0,1104.0,98.0,8.0,0.0,36.0,0.09116279069767441,0.09532914067731636,8.0
Tamil Nadu,04-15-2020,1204.0,81.0,12.0,1111.0,31.0,23.0,1.0,37.0,0.026427962489343565,0.08323154801706385,9.0
Tamil Nadu,04-16-2020,1242.0,118.0,14.0,1110.0,38.0,37.0,2.0,38.0,0.03156146179401993,0.07780244007459465,9.0
Tamil Nadu,04-17-2020,1267.0,180.0,15.0,1072.0,25.0,62.0,1.0,39.0,0.020128824476650563,0.06209494345511498,12.0
Tamil Nadu,04-18-2020,1323.0,283.0,15.0,1025.0,56.0,103.0,0.0,40.0,0.04419889502762431,0.05521962287495717,13.0
Tamil Nadu,04-19-2020,1372.0,365.0,15.0,992.0,49.0,82.0,0.0,41.0,0.037037037037037035,0.051415442341907265,14.0
Tamil Nadu,04-20-2020,1477.0,411.0,15.0,1051.0,105.0,46.0,0.0,42.0,0.07653061224489796,0.04672108339532112,15.0
Tamil Nadu,04-21-2020,1520.0,457.0,17.0,1046.0,43.0,46.0,2.0,43.0,0.02911306702775897,0.03785683715676177,19.0
Tamil Nadu,04-22-2020,1596.0,635.0,18.0,943.0,76.0,178.0,1.0,44.0,0.05,0.04122427108685554,17.0
Tamil Nadu,04-23-2020,1629.0,662.0,18.0,949.0,33.0,27.0,0.0,45.0,0.020676691729323307,0.039669303934756026,18.0
Tamil Nadu,04-24-2020,1683.0,752.0,20.0,911.0,54.0,90.0,2.0,46.0,0.03314917127071823,0.04152935347676569,17.0
Tamil Nadu,04-25-2020,1755.0,866.0,22.0,867.0,72.0,114.0,2.0,47.0,0.0427807486631016,0.04132676113897673,17.0
Tamil Nadu,04-26-2020,1821.0,960.0,23.0,838.0,66.0,94.0,1.0,48.0,0.037606837606837605,0.04140816122037681,17.0
Tamil Nadu,04-27-2020,1885.0,1020.0,24.0,841.0,64.0,60.0,1.0,49.0,0.03514552443712246,0.03549600581926603,20.0
Tamil Nadu,04-28-2020,1937.0,1101.0,24.0,812.0,52.0,81.0,0.0,50.0,0.027586206896551724,0.03527788294337928,20.0
Tamil Nadu,04-29-2020,2058.0,1168.0,25.0,865.0,121.0,67.0,1.0,51.0,0.06246773360867321,0.03705898774461831,19.0
Tamil Nadu,04-30-2020,2162.0,1210.0,27.0,925.0,104.0,42.0,2.0,52.0,0.05053449951409135,0.04132438885672803,17.0
Tamil Nadu,05-01-2020,2323.0,1258.0,27.0,1038.0,161.0,48.0,0.0,53.0,0.07446808510638298,0.04722709083325157,15.0
Tamil Nadu,05-02-2020,2526.0,1312.0,28.0,1186.0,203.0,54.0,1.0,54.0,0.08738699956952217,0.053599412391311656,13.0
Tamil Nadu,05-03-2020,2757.0,1341.0,29.0,1387.0,231.0,29.0,1.0,55.0,0.09144893111638955,0.06129114003553336,12.0
Tamil Nadu,05-04-2020,3023.0,1379.0,30.0,1614.0,266.0,38.0,1.0,56.0,0.0964816829887559,0.07005344840005243,10.0
Telengana,03-09-2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Telengana,03-10-2020,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
Telengana,03-11-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Telengana,03-12-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Telengana,03-13-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Telengana,03-14-2020,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
Telengana,03-15-2020,3.0,1.0,0.0,2.0,2.0,1.0,0.0,6.0,2.0,0.0,0.0
Telengana,03-16-2020,3.0,1.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.2857142857142857,3.0
Telengana,03-17-2020,5.0,1.0,0.0,4.0,2.0,0.0,0.0,8.0,0.6666666666666666,0.38095238095238093,2.0
Telengana,03-18-2020,6.0,1.0,0.0,5.0,1.0,0.0,0.0,9.0,0.2,0.4095238095238095,2.0
Telengana,03-19-2020,6.0,1.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.4095238095238095,2.0
Telengana,03-20-2020,17.0,1.0,0.0,16.0,11.0,0.0,0.0,11.0,1.8333333333333333,0.6714285714285715,1.0
Telengana,03-21-2020,21.0,1.0,0.0,20.0,4.0,0.0,0.0,12.0,0.23529411764705882,0.7050420168067227,1.0
Telengana,03-22-2020,22.0,1.0,0.0,21.0,1.0,0.0,0.0,13.0,0.047619047619047616,0.42613045218087237,2.0
Telengana,03-23-2020,32.0,1.0,0.0,31.0,10.0,0.0,0.0,14.0,0.45454545454545453,0.4910655171159373,2.0
Telengana,03-24-2020,35.0,1.0,0.0,34.0,3.0,0.0,0.0,15.0,0.09375,0.40922027902069924,2.0
Telengana,03-25-2020,35.0,1.0,0.0,34.0,0.0,0.0,0.0,16.0,0.0,0.3806488504492706,2.0
Telengana,03-26-2020,44.0,1.0,0.0,43.0,9.0,0.0,0.0,17.0,0.2571428571428571,0.4173835443268216,2.0
Telengana,03-27-2020,45.0,1.0,0.0,44.0,1.0,0.0,0.0,18.0,0.022727272727272728,0.15872553566881303,5.0
Telengana,03-28-2020,56.0,1.0,0.0,55.0,11.0,0.0,0.0,19.0,0.24444444444444444,0.1600327252112967,5.0
Telengana,03-29-2020,66.0,1.0,1.0,64.0,10.0,0.0,1.0,20.0,0.17857142857142858,0.17874020820449396,4.0
Telengana,03-30-2020,71.0,1.0,1.0,69.0,5.0,0.0,0.0,21.0,0.07575757575757576,0.12462765409193984,6.0
Telengana,03-31-2020,79.0,1.0,1.0,77.0,8.0,0.0,0.0,22.0,0.11267605633802817,0.12733137642594386,6.0
Telengana,04-01-2020,96.0,1.0,3.0,92.0,17.0,0.0,2.0,23.0,0.21518987341772153,0.15807278691418977,5.0
Telengana,04-02-2020,107.0,1.0,3.0,103.0,11.0,0.0,0.0,24.0,0.11458333333333333,0.13770714065568637,5.0
Telengana,04-03-2020,158.0,1.0,7.0,150.0,51.0,0.0,4.0,25.0,0.4766355140186916,0.20255117512588905,4.0
Telengana,04-04-2020,159.0,1.0,7.0,151.0,1.0,0.0,0.0,26.0,0.006329113924050633,0.16853469933726137,4.0
Telengana,04-05-2020,269.0,32.0,7.0,230.0,110.0,31.0,0.0,27.0,0.6918238993710691,0.24185648088006714,3.0
Telengana,04-06-2020,321.0,34.0,7.0,280.0,52.0,2.0,0.0,28.0,0.19330855018587362,0.25864947722696685,3.0
Telengana,04-07-2020,364.0,35.0,7.0,322.0,43.0,1.0,0.0,29.0,0.13395638629283488,0.2616895243633678,3.0
Telengana,04-08-2020,427.0,35.0,7.0,385.0,63.0,0.0,0.0,30.0,0.17307692307692307,0.2556733886003965,3.0
Telengana,04-09-2020,442.0,35.0,7.0,400.0,15.0,0.0,0.0,31.0,0.0351288056206089,0.24432274178429306,3.0
Telengana,04-10-2020,473.0,35.0,7.0,431.0,31.0,0.0,0.0,32.0,0.07013574660633484,0.18625134643967067,4.0
Telengana,04-11-2020,504.0,43.0,9.0,452.0,31.0,8.0,2.0,33.0,0.06553911205073996,0.1947099176006263,4.0
Telengana,04-12-2020,504.0,43.0,9.0,452.0,0.0,0.0,0.0,34.0,0.0,0.09587793197618785,8.0
Telengana,04-13-2020,562.0,100.0,16.0,446.0,58.0,57.0,7.0,35.0,0.11507936507936507,0.08470233410382948,9.0
Telengana,04-14-2020,624.0,100.0,17.0,507.0,62.0,0.0,1.0,36.0,0.1103202846975089,0.08132574816164005,9.0
Telengana,04-15-2020,647.0,120.0,18.0,509.0,23.0,20.0,1.0,37.0,0.03685897435897436,0.061866041201933085,12.0
Telengana,04-16-2020,698.0,120.0,18.0,560.0,51.0,0.0,0.0,38.0,0.07882534775888717,0.06810840436454427,11.0
Telengana,04-17-2020,743.0,186.0,18.0,539.0,45.0,66.0,0.0,39.0,0.06446991404011461,0.0672989997122271,11.0
Telengana,04-18-2020,791.0,186.0,18.0,587.0,48.0,0.0,0.0,40.0,0.06460296096904442,0.06716526384341344,11.0
Telengana,04-19-2020,844.0,186.0,18.0,640.0,53.0,0.0,0.0,41.0,0.06700379266750948,0.07673723422448622,9.0
Telengana,04-20-2020,873.0,190.0,21.0,662.0,29.0,4.0,3.0,42.0,0.034360189573459717,0.06520592343792833,11.0
Telengana,04-21-2020,919.0,190.0,23.0,706.0,46.0,0.0,2.0,43.0,0.052691867124856816,0.056973292356120885,13.0
Telengana,04-22-2020,945.0,194.0,23.0,728.0,26.0,4.0,0.0,44.0,0.028291621327529923,0.05574938478020026,13.0
Telengana,04-23-2020,960.0,197.0,24.0,739.0,15.0,3.0,1.0,45.0,0.015873015873015872,0.04675619451079007,15.0
Telengana,04-24-2020,984.0,253.0,26.0,705.0,24.0,56.0,2.0,46.0,0.025,0.041117635362202275,17.0
Telengana,04-25-2020,984.0,253.0,26.0,705.0,0.0,0.0,0.0,47.0,0.0,0.031888640938053076,22.0
Telengana,04-26-2020,991.0,280.0,26.0,685.0,7.0,27.0,0.0,48.0,0.007113821138211382,0.023332930719581917,30.0
Telengana,04-27-2020,1002.0,280.0,26.0,696.0,11.0,0.0,0.0,49.0,0.011099899091826439,0.02001003207934859,35.0
Telengana,04-28-2020,1004.0,321.0,26.0,657.0,2.0,41.0,0.0,50.0,0.001996007984031936,0.012767766487802177,55.0
Telengana,04-29-2020,1012.0,367.0,26.0,619.0,8.0,46.0,0.0,51.0,0.00796812749003984,0.009864410225303594,71.0
